17.109628	17.536717	0
7.133863	7.662283	1
-1.666524	-1.042773	2
16.383664	17.240314	0
16.271855	15.849874	0
-0.750481	-0.123181	2
-1.280690	-1.691230	2
9.566665	10.257763	1
0.907980	1.529659	2
15.985199	14.311074	0
0.820364	-0.476189	2
17.879821	19.006700	0
-0.596737	1.490736	2
7.986997	8.778402	1
5.259376	5.228461	1
1.270537	-0.368952	2
9.218208	10.884609	1
8.341164	7.321606	1
7.668360	8.211767	1
17.619920	16.382870	0
-0.158096	-0.578396	2
7.719880	7.072057	1
15.122708	15.109238	0
16.417033	16.526429	0
-0.295341	-0.139733	2
7.243302	8.984698	1
17.802920	17.047902	0
16.699554	16.040822	0
-1.561524	-2.037228	2
0.563348	1.363699	2
16.760190	15.751659	0
9.678392	9.219140	1
15.925619	15.332402	0
-1.218944	-0.785551	2
10.537084	9.932259	1
16.453842	16.140155	0
9.943557	9.427450	1
6.977152	5.887207	1
0.457543	1.062054	2
9.649588	9.134737	1
16.403971	16.529044	0
14.939562	15.249576	0
6.574308	5.825459	1
16.866561	17.293249	0
-0.968657	-0.668054	2
7.573763	6.067594	1
-0.109109	1.128443	2
-0.083831	-1.325107	2
16.386234	17.289905	0
16.566282	18.504119	0
17.310112	18.167744	0
8.390300	8.268334	1
0.474408	0.452978	2
0.978404	1.118873	2
0.355119	-0.216985	2
-0.931453	-1.191464	2
14.386609	13.162711	0
15.939008	14.452757	0
14.683381	15.463023	0
15.312482	15.738763	0
15.613176	17.125595	0
7.753096	8.649490	1
8.005589	6.476162	1
14.789776	15.990805	0
-1.040639	0.470305	2
0.253670	1.738170	2
2.364852	0.822004	2
18.052943	18.039131	0
-0.352831	-0.609792	2
18.189614	18.319971	0
-0.187791	-1.031319	2
8.578461	7.495612	1
8.086163	8.155292	1
-1.704720	-0.564452	2
16.788677	16.418080	0
8.113028	9.468003	1
-0.509366	2.843215	2
16.346028	17.332192	0
7.218813	7.875117	1
0.397144	1.087257	2
15.392800	15.190360	0
0.259960	0.591600	2
16.582718	15.779967	0
7.911032	5.607250	1
0.558338	0.519136	2
15.057695	16.457698	0
17.041500	15.744406	0
7.804738	7.149274	1
0.410069	0.242238	2
2.796989	3.376453	2
-0.855843	-3.174098	2
-1.826739	-2.125476	2
6.767696	6.661149	1
8.599341	7.761296	1
8.879357	10.197809	1
8.276508	7.607460	1
7.906010	7.495059	1
7.236057	6.383481	1
7.348177	8.030395	1
9.402865	10.169552	1
16.498359	17.148644	0
7.634541	7.303930	1
17.325641	18.295067	0
-0.174496	-0.480215	2
16.236985	15.674075	0
15.164834	14.325213	0
6.362658	6.051990	1
15.646802	18.766456	0
7.909868	7.984825	1
16.867282	17.194467	0
17.376919	18.030514	0
14.815081	15.198267	0
0.451307	-0.506540	2
-0.413887	0.353193	2
16.445307	17.347878	0
17.312134	17.578226	0
6.270464	6.589902	1
8.140947	7.316444	1
8.265800	8.390945	1
14.133800	14.742727	0
13.782222	14.407713	0
8.351128	8.747777	1
-1.729167	-0.681151	2
16.834661	14.214836	0
0.351567	1.101514	2
8.255492	7.234584	1
0.074442	0.469504	2
15.714471	16.744491	0
-1.533433	0.263686	2
9.282061	9.044416	1
0.355745	0.653633	2
-1.107143	-2.392786	2
0.176653	-0.020671	2
14.838207	14.722435	0
0.726949	1.175525	2
7.456957	7.507734	1
7.906362	7.362416	1
-0.008699	0.351304	2
-0.171738	-1.565150	2
15.066422	15.676120	0
7.807572	6.533481	1
16.135244	13.854089	0
-1.045727	-0.872243	2
15.838604	16.425451	0
15.634429	18.226622	0
1.952829	3.971616	2
-0.777763	-0.843287	2
15.341762	15.118925	0
7.697105	7.683736	1
16.613741	16.419956	0
0.154533	-1.574853	2
6.777041	5.975910	1
7.129832	8.443857	1
10.193252	10.197465	1
9.060803	10.620753	1
-0.420468	1.118798	2
15.834794	16.300641	0
7.923998	8.004604	1
16.004291	15.774700	0
7.999194	8.212511	1
15.588523	14.815801	0
0.137153	0.285458	2
14.722298	14.779950	0
8.368157	7.813570	1
6.269600	6.040678	1
8.816685	9.213559	1
16.469173	15.664549	0
-0.632218	-1.919141	2
8.035549	8.872718	1
16.722086	16.255951	0
14.220058	14.183499	0
6.942760	6.443638	1
8.669423	7.773371	1
-1.458090	-1.352254	2
15.643669	16.240793	0
7.482950	8.394569	1
10.128645	11.019237	1
7.608985	9.552719	1
15.388681	15.973741	0
1.577101	2.410964	2
0.636779	0.441782	2
7.329708	7.096175	1
-0.451075	-0.049414	2
0.687755	-0.090003	2
0.376046	0.045726	2
14.801213	14.863183	0
0.251359	0.183041	2
16.834521	17.572771	0
9.305739	9.421107	1
0.450119	0.876394	2
0.764056	-0.088952	2
16.452083	18.256750	0
-0.299700	-2.913605	2
8.593367	7.220739	1
-0.177502	-0.227739	2
7.537416	7.486590	1
-0.471388	-0.558539	2
7.574789	8.029424	1
-1.256726	-3.023397	2
8.477833	7.921560	1
-0.970557	-1.438339	2
8.034887	8.698943	1
-0.043806	-0.022198	2
-1.113781	-1.022342	2
16.690067	16.584860	0
6.709072	6.995690	1
15.856485	16.008912	0
16.923765	15.993253	0
15.361799	15.379952	0
8.485329	8.164555	1
6.615851	7.615315	1
8.294519	9.121896	1
6.813196	6.583792	1
16.521502	16.347910	0
0.082285	0.903730	2
16.030741	15.670954	0
9.064487	8.069576	1
16.978649	18.054384	0
0.110397	-0.089477	2
7.941912	7.629604	1
8.941009	9.874046	1
16.100171	14.489620	0
17.204929	16.637111	0
0.255058	0.957854	2
0.614922	0.287020	2
-0.506057	-2.568942	2
-1.876903	-1.594167	2
15.808828	16.162861	0
-0.044966	-0.466338	2
15.680833	14.655582	0
7.779516	8.448236	1
15.131683	13.570156	0
13.088345	12.802302	0
15.349959	15.015559	0
1.156134	1.815431	2
16.196492	16.385693	0
16.118608	15.685656	0
8.108757	9.477183	1
8.211380	9.321707	1
16.270918	17.509853	0
17.479644	16.622334	0
15.191379	15.482471	0
8.359541	5.267357	1
18.529058	19.017847	0
0.404551	-0.881251	2
17.064965	16.676578	0
-0.535992	-1.662373	2
9.828157	8.944051	1
14.360689	14.836554	0
15.938107	15.869892	0
16.218743	16.125553	0
0.874525	-0.340893	2
9.400175	9.327959	1
16.332311	17.028120	0
-0.671176	-0.748534	2
-0.787133	0.237943	2
17.097267	18.103327	0
17.789172	17.918174	0
16.318279	16.319888	0
14.547475	13.591897	0
7.981741	7.939744	1
9.736603	9.625915	1
7.252730	5.460829	1
18.207851	19.833759	0
0.642189	-0.489961	2
15.121712	15.754006	0
8.988628	10.436771	1
7.926174	8.797072	1
7.179256	9.097528	1
15.536313	15.335409	0
-0.197705	-0.840791	2
-0.555211	-0.749763	2
1.032487	1.742896	2
0.128991	-0.476661	2
8.812248	8.501429	1
18.504530	17.371489	0
0.860176	-0.407751	2
15.821922	15.625775	0
15.456427	13.767717	0
17.135945	17.995311	0
