8.508544	8.690855
9.586845	11.212027
9.276880	9.359815
7.087598	5.376481
10.516924	10.916982
8.583814	9.454638
10.177395	9.108406
9.452372	10.220950
6.699898	5.540019
7.659137	7.791902
8.864441	9.228603
9.397908	9.293535
9.357860	8.498415
10.643038	12.003630
9.803980	9.071898
9.327343	8.952055
10.599639	10.437368
10.035347	11.033181
8.407791	9.095141
7.669177	7.957757
8.694923	8.819873
8.918409	9.691077
10.067300	10.067339
10.639281	13.056255
9.730693	10.184324
9.458158	7.853712
10.127660	12.053663
7.615042	8.073997
10.372150	12.338093
9.839714	9.980489
5.776188	5.266694
10.229776	11.796238
8.440667	8.248144
9.525158	10.584149
9.454518	9.373757
8.174694	9.102444
8.685082	8.235993
9.028789	7.879342
8.217938	7.593714
9.233914	8.946668
10.130678	8.832948
8.748253	9.999417
8.273901	8.556413
8.960488	8.915484
9.835669	10.399866
9.075940	7.753020
10.509416	11.371565
8.494134	7.931872
10.523167	8.866491
7.430621	7.693566
7.702435	7.990144
10.003196	9.640036
8.712979	9.670421
10.284482	8.840302
8.296376	8.859837
9.068361	9.609734
9.132967	9.856083
9.178240	9.841391
7.821302	7.805630
9.564923	9.297750
8.835344	9.334737
9.148140	8.390293
9.926402	10.943679
9.199977	9.919299
10.195863	10.235412
8.536803	8.598424
9.049849	10.529366
8.770327	8.407050
8.030743	6.982181
9.311825	9.739662
8.435369	7.430980
9.907273	8.910315
9.886246	9.892840
9.057611	10.141342
9.172968	9.507479
8.638617	9.437143
9.328636	10.947182
9.961207	9.388538
8.665742	8.649279
9.038015	9.631091
9.248029	9.097170
8.867650	9.749225
8.744030	10.638389
8.062465	7.735220
9.240519	7.715337
9.989227	9.442949
10.300371	10.635159
9.566932	10.334264
8.186392	7.443405
8.461301	9.012897
7.968884	8.576184
9.935104	8.855005
9.455522	9.753873
8.983618	8.335691
8.674285	8.819628
10.587554	10.193567
9.190144	7.594484
8.670945	8.973958
9.867849	10.418022
8.370489	8.290102
7.369106	8.439433
7.999424	6.722678
10.093341	8.827829
6.739049	7.650834
10.577584	10.127678
9.716244	9.061279
9.959181	9.812118
8.408191	8.292165
8.532102	9.034488
8.813758	9.677567
8.223619	8.608491
9.191884	11.343751
7.669542	7.329846
8.655174	7.230588
7.270723	8.337608
9.146755	9.091135
10.777311	7.966379
10.362102	9.987359
10.796467	10.343794
10.489043	8.381979
8.746412	8.596729
8.754455	9.309289
8.998773	8.676037
9.189524	10.204755
9.070213	7.390225
8.250168	8.889515
10.403290	10.762607
9.017383	9.221966
8.570137	9.245346
7.242153	6.284258
8.970538	5.653039
9.424298	9.253215
7.955557	8.108339
9.865691	9.662534
8.635234	8.272734
9.684512	10.701453
9.026856	7.929640
8.248995	7.915344
10.064225	10.274605
8.384565	8.270660
9.982741	9.177060
9.629298	11.049275
10.281279	10.645824
9.101270	9.175111
9.043883	8.220560
7.001886	5.303556
7.255203	6.888288
10.421602	9.902961
10.339813	10.867879
9.183731	9.335920
9.708828	10.298828
9.263121	8.972165
8.189752	6.692271
8.462849	9.482600
7.771642	7.531476
6.890496	7.778403
8.268689	8.825010
9.426722	9.119594
8.175792	6.534918
8.795699	9.126295
9.658514	8.981548
8.031866	7.644044
8.524419	7.351855
8.407314	7.727024
10.369665	10.770462
9.874983	11.231250
9.537485	9.735035
8.327720	6.916973
8.060680	6.217265
8.173177	7.408118
10.093498	11.256896
8.850569	10.016059
10.097582	10.425170
7.245507	6.140813
6.917920	7.147034
10.885597	11.969719
9.203236	8.995952
11.208289	9.958189
7.631515	6.619296
9.766448	10.066767
10.145219	11.802516
9.441110	11.341932
9.394382	10.292666
10.678119	10.558161
8.836352	7.877644
9.049389	6.288073
8.225918	8.347965
9.534210	9.138716
8.791441	9.427966
8.838652	9.665727
7.687832	8.188619
6.688889	6.998963
9.838465	10.432440
10.184319	10.328689
8.444360	7.169641
8.851963	9.955929
9.672050	8.580434
9.098098	9.532706
9.901970	8.803542
8.441347	8.733243
9.614406	9.104384
10.070048	9.264239
10.245507	10.235536
7.554347	7.793140
9.306074	8.761609
8.605068	8.016463
8.923127	10.266692
9.329401	8.879611
7.813509	7.939011
9.186062	8.930016
8.266957	8.254204
8.910024	8.975990
9.862468	11.187231
8.545513	8.220820
9.408761	10.366829
8.095502	9.402841
9.145253	9.196009
8.550934	10.377456
10.028101	9.428401
10.791340	10.081392
